input_text,simplified_phrase
"Simplify this emergency instruction into concise, actionable phrases: Quickly move away from the windows and find a secure room to ensure your safety.",Away From Windows. Secure Room.
"Simplify this emergency instruction into concise, actionable phrases: You must crawl under the smoke to reach the nearest safe exit immediately.",Crawl Under Smoke. Find Exit.
"Simplify this emergency instruction into concise, actionable phrases: Without delay, drop to the floor, take cover under a sturdy table, and hold on immediately.",Drop. Cover. Hold On.
"Simplify this emergency instruction into concise, actionable phrases: Kindly check for breathing and begin cpr if necessary.",Check Breathing. Start CPR.
"Simplify this emergency instruction into concise, actionable phrases: Make sure you call an ambulance and wait outside for them to arrive and stay calm.",Call Ambulance. Wait Outside.
"Simplify this emergency instruction into concise, actionable phrases: For your safety, please call an ambulance and wait outside for them to arrive and stay calm.",Call Ambulance. Wait Outside.
"Simplify this emergency instruction into concise, actionable phrases: Do not re-enter the building until authorized following emergency procedures.",No Reentry. Wait Authorization.
"Simplify this emergency instruction into concise, actionable phrases: Kindly call an ambulance and wait outside for them to arrive immediately.",Call Ambulance. Wait Outside.
"Simplify this emergency instruction into concise, actionable phrases: Emergency: apply direct pressure to the wound and elevate the injured area right now.",Apply Pressure. Elevate Wound.
"Simplify this emergency instruction into concise, actionable phrases: I need you to immediately lock the doors, turn off the lights, and remain silent carefully.",Lock Doors. Lights Off. Remain Silent.
"Simplify this emergency instruction into concise, actionable phrases: Without delay, do not use the elevators, use the emergency fire stairs carefully.",No Elevators. Use Stairs.
"Simplify this emergency instruction into concise, actionable phrases: Kindly turn off the main gas valve and evacuate the premises as instructed.",Turn Off Gas. Evacuate.
"Simplify this emergency instruction into concise, actionable phrases: Kindly find a safe place to hide and stay quiet until help arrives and help others if you can.",Hide. Stay Quiet.
"Simplify this emergency instruction into concise, actionable phrases: Quickly stay inside your vehicle and wait for emergency responders immediately.",Stay In Vehicle. Wait.
"Simplify this emergency instruction into concise, actionable phrases: Kindly lock the doors, turn off the lights, and remain silent carefully.",Lock Doors. Lights Off. Remain Silent.
"Simplify this emergency instruction into concise, actionable phrases: Emergency: take the left exit door and go down the stairs slowly as instructed.",Left. Exit. Stairs. Slowly.
"Simplify this emergency instruction into concise, actionable phrases: Please take the left exit door and go down the stairs slowly to ensure your safety.",Left. Exit. Stairs. Slowly.
"Simplify this emergency instruction into concise, actionable phrases: Quickly apply direct pressure to the wound and elevate the injured area as instructed.",Apply Pressure. Elevate Wound.
"Simplify this emergency instruction into concise, actionable phrases: Do not re-enter the building until authorized.",No Reentry. Wait Authorization.
"Simplify this emergency instruction into concise, actionable phrases: Warning: move away from the windows and find a secure room to ensure your safety.",Away From Windows. Secure Room.
"Simplify this emergency instruction into concise, actionable phrases: Kindly check for breathing and begin cpr if necessary while waiting for responders.",Check Breathing. Start CPR.
"Simplify this emergency instruction into concise, actionable phrases: Please make sure to cover your nose and mouth with a wet cloth and stay low to the ground before the situation worsens.",Cover Nose. Stay Low.
"Simplify this emergency instruction into concise, actionable phrases: I need you to immediately do not use the elevators, use the emergency fire stairs carefully.",No Elevators. Use Stairs.
"Simplify this emergency instruction into concise, actionable phrases: You must drop to the floor, take cover under a sturdy table, and hold on to ensure your safety.",Drop. Cover. Hold On.
"Simplify this emergency instruction into concise, actionable phrases: Warning: do not drink the tap water, use bottled water instead before the situation worsens.",No Tap Water. Use Bottled.
"Simplify this emergency instruction into concise, actionable phrases: Warning: move away from the windows and find a secure room immediately.",Away From Windows. Secure Room.
"Simplify this emergency instruction into concise, actionable phrases: Make sure you leave your belongings behind and evacuate the building immediately before the situation worsens.",Leave Belongings. Evacuate Now.
"Simplify this emergency instruction into concise, actionable phrases: It is very important that you activate the fire alarm on your way out of the corridor before the situation worsens.",Activate Alarm. Exit Corridor.
"Simplify this emergency instruction into concise, actionable phrases: You must drop to the floor, take cover under a sturdy table, and hold on.",Drop. Cover. Hold On.
"Simplify this emergency instruction into concise, actionable phrases: I need you to immediately move to higher ground immediately to avoid the floodwaters carefully.",Move Higher. Avoid Flood.
"Simplify this emergency instruction into concise, actionable phrases: Please proceed to the nearest emergency exit immediately and do not use the elevators and assist others nearby.",Nearest. Exit. No Elevators.
"Simplify this emergency instruction into concise, actionable phrases: It is very important that you turn off the main gas valve and evacuate the premises as instructed.",Turn Off Gas. Evacuate.
"Simplify this emergency instruction into concise, actionable phrases: For your safety, please secure all loose objects and stay away from glass panels without panicking.",Secure Objects. Avoid Glass.
"Simplify this emergency instruction into concise, actionable phrases: Attention: take the left exit door and go down the stairs slowly.",Left. Exit. Stairs. Slowly.
"Simplify this emergency instruction into concise, actionable phrases: Make sure you apply direct pressure to the wound and elevate the injured area and help others if you can.",Apply Pressure. Elevate Wound.
"Simplify this emergency instruction into concise, actionable phrases: Quickly move away from the windows and find a secure room immediately.",Away From Windows. Secure Room.
"Simplify this emergency instruction into concise, actionable phrases: It is very important that you call an ambulance and wait outside for them to arrive to ensure your safety.",Call Ambulance. Wait Outside.
"Simplify this emergency instruction into concise, actionable phrases: Please leave your belongings behind and evacuate the building immediately immediately.",Leave Belongings. Evacuate Now.
"Simplify this emergency instruction into concise, actionable phrases: Emergency: do not drink the tap water, use bottled water instead.",No Tap Water. Use Bottled.
"Simplify this emergency instruction into concise, actionable phrases: Kindly drop to the floor, take cover under a sturdy table, and hold on carefully.",Drop. Cover. Hold On.
"Simplify this emergency instruction into concise, actionable phrases: Warning: call an ambulance and wait outside for them to arrive as soon as possible.",Call Ambulance. Wait Outside.
"Simplify this emergency instruction into concise, actionable phrases: I need you to immediately stay away from electrical outlets and avoid using wired devices while waiting for responders.",Avoid Outlets. No Wired Devices.
"Simplify this emergency instruction into concise, actionable phrases: Please make sure to secure all loose objects and stay away from glass panels and stay calm.",Secure Objects. Avoid Glass.
"Simplify this emergency instruction into concise, actionable phrases: You must cover your nose and mouth with a wet cloth and stay low to the ground as soon as possible.",Cover Nose. Stay Low.
"Simplify this emergency instruction into concise, actionable phrases: Without delay, stay inside your vehicle and wait for emergency responders carefully.",Stay In Vehicle. Wait.
"Simplify this emergency instruction into concise, actionable phrases: It is very important that you check for breathing and begin cpr if necessary immediately.",Check Breathing. Start CPR.
"Simplify this emergency instruction into concise, actionable phrases: Right now, you need to call an ambulance and wait outside for them to arrive before the situation worsens.",Call Ambulance. Wait Outside.
"Simplify this emergency instruction into concise, actionable phrases: Without delay, turn off the main gas valve and evacuate the premises as instructed.",Turn Off Gas. Evacuate.
"Simplify this emergency instruction into concise, actionable phrases: Please make sure to stay away from electrical outlets and avoid using wired devices and stay calm.",Avoid Outlets. No Wired Devices.
"Simplify this emergency instruction into concise, actionable phrases: You must crawl under the smoke to reach the nearest safe exit as soon as possible.",Crawl Under Smoke. Find Exit.
"Simplify this emergency instruction into concise, actionable phrases: Kindly take the left exit door and go down the stairs slowly.",Left. Exit. Stairs. Slowly.
"Simplify this emergency instruction into concise, actionable phrases: Stay low to avoid smoke inhalation while moving toward the exit while remaining calm.",Stay Low. Avoid Smoke. Exit.
"Simplify this emergency instruction into concise, actionable phrases: Quickly stay inside your vehicle and wait for emergency responders to ensure your safety.",Stay In Vehicle. Wait.
"Simplify this emergency instruction into concise, actionable phrases: Attention: secure all loose objects and stay away from glass panels to ensure your safety.",Secure Objects. Avoid Glass.
"Simplify this emergency instruction into concise, actionable phrases: Action required: turn off the main gas valve and evacuate the premises carefully.",Turn Off Gas. Evacuate.
"Simplify this emergency instruction into concise, actionable phrases: Make sure you cover your nose and mouth with a wet cloth and stay low to the ground and stay calm.",Cover Nose. Stay Low.
"Simplify this emergency instruction into concise, actionable phrases: Please lock the doors, turn off the lights, and remain silent carefully.",Lock Doors. Lights Off. Remain Silent.
"Simplify this emergency instruction into concise, actionable phrases: It is very important that you use the fire extinguisher on the base of the flames before the situation worsens.",Extinguish Fire. Aim at Base.
"Simplify this emergency instruction into concise, actionable phrases: Attention: move away from the windows and find a secure room as soon as possible.",Away From Windows. Secure Room.
"Simplify this emergency instruction into concise, actionable phrases: Lock and barricade the door until authorities arrive immediately.",Lock Door. Barricade.
"Simplify this emergency instruction into concise, actionable phrases: It is very important that you take the left exit door and go down the stairs slowly while waiting for responders.",Left. Exit. Stairs. Slowly.
"Simplify this emergency instruction into concise, actionable phrases: Please take the left exit door and go down the stairs slowly before the situation worsens.",Left. Exit. Stairs. Slowly.
"Simplify this emergency instruction into concise, actionable phrases: Quickly leave your belongings behind and evacuate the building immediately as soon as possible.",Leave Belongings. Evacuate Now.
"Simplify this emergency instruction into concise, actionable phrases: For your safety, please take the left exit door and go down the stairs slowly and help others if you can.",Left. Exit. Stairs. Slowly.
"Simplify this emergency instruction into concise, actionable phrases: Please turn off the main gas valve and evacuate the premises as instructed.",Turn Off Gas. Evacuate.
"Simplify this emergency instruction into concise, actionable phrases: You must take the left exit door and go down the stairs slowly without panicking.",Left. Exit. Stairs. Slowly.
"Simplify this emergency instruction into concise, actionable phrases: Kindly apply direct pressure to the wound and elevate the injured area carefully.",Apply Pressure. Elevate Wound.
"Simplify this emergency instruction into concise, actionable phrases: Please lock the doors, turn off the lights, and remain silent before the situation worsens.",Lock Doors. Lights Off. Remain Silent.
"Simplify this emergency instruction into concise, actionable phrases: Right now, you need to crawl under the smoke to reach the nearest safe exit right now.",Crawl Under Smoke. Find Exit.
"Simplify this emergency instruction into concise, actionable phrases: Lock and barricade the door until authorities arrive and assist others nearby.",Lock Door. Barricade.
"Simplify this emergency instruction into concise, actionable phrases: Please make sure to find a safe place to hide and stay quiet until help arrives immediately.",Hide. Stay Quiet.
"Simplify this emergency instruction into concise, actionable phrases: Quickly crawl under the smoke to reach the nearest safe exit carefully.",Crawl Under Smoke. Find Exit.
"Simplify this emergency instruction into concise, actionable phrases: Without delay, move away from the windows and find a secure room immediately.",Away From Windows. Secure Room.
"Simplify this emergency instruction into concise, actionable phrases: Right now, you need to activate the fire alarm on your way out of the corridor right now.",Activate Alarm. Exit Corridor.
"Simplify this emergency instruction into concise, actionable phrases: You must leave your belongings behind and evacuate the building immediately immediately.",Leave Belongings. Evacuate Now.
"Simplify this emergency instruction into concise, actionable phrases: Action required: drop to the floor, take cover under a sturdy table, and hold on to ensure your safety.",Drop. Cover. Hold On.
"Simplify this emergency instruction into concise, actionable phrases: I need you to immediately secure all loose objects and stay away from glass panels while waiting for responders.",Secure Objects. Avoid Glass.
"Simplify this emergency instruction into concise, actionable phrases: You must stay inside your vehicle and wait for emergency responders and help others if you can.",Stay In Vehicle. Wait.
"Simplify this emergency instruction into concise, actionable phrases: Action required: stay away from electrical outlets and avoid using wired devices before the situation worsens.",Avoid Outlets. No Wired Devices.
"Simplify this emergency instruction into concise, actionable phrases: Attention: move to higher ground immediately to avoid the floodwaters and help others if you can.",Move Higher. Avoid Flood.
"Simplify this emergency instruction into concise, actionable phrases: Please make sure to lock the doors, turn off the lights, and remain silent.",Lock Doors. Lights Off. Remain Silent.
"Simplify this emergency instruction into concise, actionable phrases: Attention: apply direct pressure to the wound and elevate the injured area carefully.",Apply Pressure. Elevate Wound.
"Simplify this emergency instruction into concise, actionable phrases: Action required: drop to the floor, take cover under a sturdy table, and hold on and stay calm.",Drop. Cover. Hold On.
"Simplify this emergency instruction into concise, actionable phrases: Kindly find a safe place to hide and stay quiet until help arrives and stay calm.",Hide. Stay Quiet.
"Simplify this emergency instruction into concise, actionable phrases: Quickly find a safe place to hide and stay quiet until help arrives as soon as possible.",Hide. Stay Quiet.
"Simplify this emergency instruction into concise, actionable phrases: Kindly stay away from electrical outlets and avoid using wired devices to ensure your safety.",Avoid Outlets. No Wired Devices.
"Simplify this emergency instruction into concise, actionable phrases: Warning: stay away from electrical outlets and avoid using wired devices before the situation worsens.",Avoid Outlets. No Wired Devices.
"Simplify this emergency instruction into concise, actionable phrases: You must apply direct pressure to the wound and elevate the injured area.",Apply Pressure. Elevate Wound.
"Simplify this emergency instruction into concise, actionable phrases: For your safety, please use the fire extinguisher on the base of the flames and help others if you can.",Extinguish Fire. Aim at Base.
"Simplify this emergency instruction into concise, actionable phrases: For your safety, please turn off the main gas valve and evacuate the premises and stay calm.",Turn Off Gas. Evacuate.
"Simplify this emergency instruction into concise, actionable phrases: You must activate the fire alarm on your way out of the corridor right now.",Activate Alarm. Exit Corridor.
"Simplify this emergency instruction into concise, actionable phrases: It is very important that you do not drink the tap water, use bottled water instead immediately.",No Tap Water. Use Bottled.
"Simplify this emergency instruction into concise, actionable phrases: Action required: drop to the floor, take cover under a sturdy table, and hold on without panicking.",Drop. Cover. Hold On.
"Simplify this emergency instruction into concise, actionable phrases: Stay low to avoid smoke inhalation while moving toward the exit as quickly as possible.",Stay Low. Avoid Smoke. Exit.
"Simplify this emergency instruction into concise, actionable phrases: Kindly check for breathing and begin cpr if necessary and help others if you can.",Check Breathing. Start CPR.
"Simplify this emergency instruction into concise, actionable phrases: Without delay, drop to the floor, take cover under a sturdy table, and hold on as soon as possible.",Drop. Cover. Hold On.
"Simplify this emergency instruction into concise, actionable phrases: For your safety, please crawl under the smoke to reach the nearest safe exit right now.",Crawl Under Smoke. Find Exit.
"Simplify this emergency instruction into concise, actionable phrases: Action required: lock the doors, turn off the lights, and remain silent carefully.",Lock Doors. Lights Off. Remain Silent.
"Simplify this emergency instruction into concise, actionable phrases: Please check for breathing and begin cpr if necessary while waiting for responders.",Check Breathing. Start CPR.
"Simplify this emergency instruction into concise, actionable phrases: Right now, you need to find a safe place to hide and stay quiet until help arrives as soon as possible.",Hide. Stay Quiet.
"Simplify this emergency instruction into concise, actionable phrases: Kindly drop to the floor, take cover under a sturdy table, and hold on and help others if you can.",Drop. Cover. Hold On.
"Simplify this emergency instruction into concise, actionable phrases: Attention: check for breathing and begin cpr if necessary before the situation worsens.",Check Breathing. Start CPR.
"Simplify this emergency instruction into concise, actionable phrases: Quickly do not use the elevators, use the emergency fire stairs before the situation worsens.",No Elevators. Use Stairs.
"Simplify this emergency instruction into concise, actionable phrases: For your safety, please secure all loose objects and stay away from glass panels as instructed.",Secure Objects. Avoid Glass.
"Simplify this emergency instruction into concise, actionable phrases: Please make sure to call an ambulance and wait outside for them to arrive to ensure your safety.",Call Ambulance. Wait Outside.
"Simplify this emergency instruction into concise, actionable phrases: Please make sure to drop to the floor, take cover under a sturdy table, and hold on and help others if you can.",Drop. Cover. Hold On.
"Simplify this emergency instruction into concise, actionable phrases: Kindly leave your belongings behind and evacuate the building immediately without panicking.",Leave Belongings. Evacuate Now.
"Simplify this emergency instruction into concise, actionable phrases: Make sure you crawl under the smoke to reach the nearest safe exit right now.",Crawl Under Smoke. Find Exit.
"Simplify this emergency instruction into concise, actionable phrases: Emergency: secure all loose objects and stay away from glass panels before the situation worsens.",Secure Objects. Avoid Glass.
"Simplify this emergency instruction into concise, actionable phrases: It is very important that you move away from the windows and find a secure room before the situation worsens.",Away From Windows. Secure Room.
"Simplify this emergency instruction into concise, actionable phrases: Please stay away from electrical outlets and avoid using wired devices as soon as possible.",Avoid Outlets. No Wired Devices.
"Simplify this emergency instruction into concise, actionable phrases: It is very important that you call an ambulance and wait outside for them to arrive.",Call Ambulance. Wait Outside.
"Simplify this emergency instruction into concise, actionable phrases: Make sure you check for breathing and begin cpr if necessary without panicking.",Check Breathing. Start CPR.
"Simplify this emergency instruction into concise, actionable phrases: Quickly do not drink the tap water, use bottled water instead and help others if you can.",No Tap Water. Use Bottled.
"Simplify this emergency instruction into concise, actionable phrases: I need you to immediately do not drink the tap water, use bottled water instead as instructed.",No Tap Water. Use Bottled.
"Simplify this emergency instruction into concise, actionable phrases: You must turn off the main gas valve and evacuate the premises as soon as possible.",Turn Off Gas. Evacuate.
"Simplify this emergency instruction into concise, actionable phrases: Attention: use the fire extinguisher on the base of the flames as soon as possible.",Extinguish Fire. Aim at Base.
"Simplify this emergency instruction into concise, actionable phrases: You must do not drink the tap water, use bottled water instead.",No Tap Water. Use Bottled.
"Simplify this emergency instruction into concise, actionable phrases: Right now, you need to do not drink the tap water, use bottled water instead.",No Tap Water. Use Bottled.
"Simplify this emergency instruction into concise, actionable phrases: I need you to immediately cover your nose and mouth with a wet cloth and stay low to the ground and help others if you can.",Cover Nose. Stay Low.
"Simplify this emergency instruction into concise, actionable phrases: Make sure you drop to the floor, take cover under a sturdy table, and hold on as instructed.",Drop. Cover. Hold On.
"Simplify this emergency instruction into concise, actionable phrases: Attention: take the left exit door and go down the stairs slowly before the situation worsens.",Left. Exit. Stairs. Slowly.
"Simplify this emergency instruction into concise, actionable phrases: Evacuate the area immediately and watch for falling debris following emergency procedures.",Evacuate. Avoid Debris.
"Simplify this emergency instruction into concise, actionable phrases: Quickly drop to the floor, take cover under a sturdy table, and hold on before the situation worsens.",Drop. Cover. Hold On.
"Simplify this emergency instruction into concise, actionable phrases: Kindly stay inside your vehicle and wait for emergency responders as instructed.",Stay In Vehicle. Wait.
"Simplify this emergency instruction into concise, actionable phrases: I need you to immediately check for breathing and begin cpr if necessary right now.",Check Breathing. Start CPR.
"Simplify this emergency instruction into concise, actionable phrases: Please make sure to call an ambulance and wait outside for them to arrive and stay calm.",Call Ambulance. Wait Outside.
"Simplify this emergency instruction into concise, actionable phrases: You must leave your belongings behind and evacuate the building immediately carefully.",Leave Belongings. Evacuate Now.
"Simplify this emergency instruction into concise, actionable phrases: Make sure you move away from the windows and find a secure room without panicking.",Away From Windows. Secure Room.
"Simplify this emergency instruction into concise, actionable phrases: Warning: find a safe place to hide and stay quiet until help arrives as instructed.",Hide. Stay Quiet.
"Simplify this emergency instruction into concise, actionable phrases: Warning: turn off the main gas valve and evacuate the premises before the situation worsens.",Turn Off Gas. Evacuate.
"Simplify this emergency instruction into concise, actionable phrases: Make sure you do not use the elevators, use the emergency fire stairs before the situation worsens.",No Elevators. Use Stairs.
"Simplify this emergency instruction into concise, actionable phrases: Please make sure to stay away from electrical outlets and avoid using wired devices without panicking.",Avoid Outlets. No Wired Devices.
"Simplify this emergency instruction into concise, actionable phrases: Please make sure to check for breathing and begin cpr if necessary.",Check Breathing. Start CPR.
"Simplify this emergency instruction into concise, actionable phrases: Quickly do not drink the tap water, use bottled water instead right now.",No Tap Water. Use Bottled.
"Simplify this emergency instruction into concise, actionable phrases: Attention: leave your belongings behind and evacuate the building immediately immediately.",Leave Belongings. Evacuate Now.
"Simplify this emergency instruction into concise, actionable phrases: I need you to immediately stay away from electrical outlets and avoid using wired devices carefully.",Avoid Outlets. No Wired Devices.
"Simplify this emergency instruction into concise, actionable phrases: Action required: call an ambulance and wait outside for them to arrive carefully.",Call Ambulance. Wait Outside.
"Simplify this emergency instruction into concise, actionable phrases: I need you to immediately drop to the floor, take cover under a sturdy table, and hold on without panicking.",Drop. Cover. Hold On.
"Simplify this emergency instruction into concise, actionable phrases: Warning: do not drink the tap water, use bottled water instead without panicking.",No Tap Water. Use Bottled.
"Simplify this emergency instruction into concise, actionable phrases: Wear protective equipment before approaching the spill as quickly as possible.",Wear Protection. Spill.
"Simplify this emergency instruction into concise, actionable phrases: Right now, you need to secure all loose objects and stay away from glass panels before the situation worsens.",Secure Objects. Avoid Glass.
"Simplify this emergency instruction into concise, actionable phrases: Right now, you need to cover your nose and mouth with a wet cloth and stay low to the ground without panicking.",Cover Nose. Stay Low.
"Simplify this emergency instruction into concise, actionable phrases: Make sure you take the left exit door and go down the stairs slowly as soon as possible.",Left. Exit. Stairs. Slowly.
"Simplify this emergency instruction into concise, actionable phrases: Kindly take the left exit door and go down the stairs slowly and stay calm.",Left. Exit. Stairs. Slowly.
"Simplify this emergency instruction into concise, actionable phrases: Action required: leave your belongings behind and evacuate the building immediately as soon as possible.",Leave Belongings. Evacuate Now.
"Simplify this emergency instruction into concise, actionable phrases: Make sure you do not drink the tap water, use bottled water instead right now.",No Tap Water. Use Bottled.
"Simplify this emergency instruction into concise, actionable phrases: Protect your head and neck until the danger passes as quickly as possible.",Protect Head. Protect Neck.
"Simplify this emergency instruction into concise, actionable phrases: Please leave your belongings behind and evacuate the building immediately and stay calm.",Leave Belongings. Evacuate Now.
"Simplify this emergency instruction into concise, actionable phrases: Emergency: stay away from electrical outlets and avoid using wired devices and stay calm.",Avoid Outlets. No Wired Devices.
"Simplify this emergency instruction into concise, actionable phrases: Right now, you need to stay inside your vehicle and wait for emergency responders as instructed.",Stay In Vehicle. Wait.
"Simplify this emergency instruction into concise, actionable phrases: You must lock the doors, turn off the lights, and remain silent before the situation worsens.",Lock Doors. Lights Off. Remain Silent.
"Simplify this emergency instruction into concise, actionable phrases: Please do not use the elevators, use the emergency fire stairs while waiting for responders.",No Elevators. Use Stairs.
"Simplify this emergency instruction into concise, actionable phrases: Quickly activate the fire alarm on your way out of the corridor as instructed.",Activate Alarm. Exit Corridor.
"Simplify this emergency instruction into concise, actionable phrases: Attention: activate the fire alarm on your way out of the corridor and help others if you can.",Activate Alarm. Exit Corridor.
"Simplify this emergency instruction into concise, actionable phrases: Do not re-enter the building until authorized if it is safe to do so.",No Reentry. Wait Authorization.
"Simplify this emergency instruction into concise, actionable phrases: It is very important that you use the fire extinguisher on the base of the flames carefully.",Extinguish Fire. Aim at Base.
"Simplify this emergency instruction into concise, actionable phrases: Without delay, apply direct pressure to the wound and elevate the injured area right now.",Apply Pressure. Elevate Wound.
"Simplify this emergency instruction into concise, actionable phrases: Please make sure to take the left exit door and go down the stairs slowly to ensure your safety.",Left. Exit. Stairs. Slowly.
"Simplify this emergency instruction into concise, actionable phrases: Please make sure to lock the doors, turn off the lights, and remain silent and stay calm.",Lock Doors. Lights Off. Remain Silent.
"Simplify this emergency instruction into concise, actionable phrases: Please move to higher ground immediately to avoid the floodwaters before the situation worsens.",Move Higher. Avoid Flood.
"Simplify this emergency instruction into concise, actionable phrases: Evacuate the area immediately and watch for falling debris.",Evacuate. Avoid Debris.
"Simplify this emergency instruction into concise, actionable phrases: Attention: check for breathing and begin cpr if necessary as soon as possible.",Check Breathing. Start CPR.
"Simplify this emergency instruction into concise, actionable phrases: Right now, you need to check for breathing and begin cpr if necessary carefully.",Check Breathing. Start CPR.
"Simplify this emergency instruction into concise, actionable phrases: It is very important that you find a safe place to hide and stay quiet until help arrives as soon as possible.",Hide. Stay Quiet.
"Simplify this emergency instruction into concise, actionable phrases: You must apply direct pressure to the wound and elevate the injured area as instructed.",Apply Pressure. Elevate Wound.
"Simplify this emergency instruction into concise, actionable phrases: Kindly activate the fire alarm on your way out of the corridor and stay calm.",Activate Alarm. Exit Corridor.
"Simplify this emergency instruction into concise, actionable phrases: Attention: stay inside your vehicle and wait for emergency responders immediately.",Stay In Vehicle. Wait.
"Simplify this emergency instruction into concise, actionable phrases: Quickly leave your belongings behind and evacuate the building immediately and help others if you can.",Leave Belongings. Evacuate Now.
"Simplify this emergency instruction into concise, actionable phrases: After the shaking ends, evacuate using the stairs and assist others nearby.",Shaking Stops. Exit. Stairs.
"Simplify this emergency instruction into concise, actionable phrases: Quickly lock the doors, turn off the lights, and remain silent immediately.",Lock Doors. Lights Off. Remain Silent.
"Simplify this emergency instruction into concise, actionable phrases: Warning: apply direct pressure to the wound and elevate the injured area before the situation worsens.",Apply Pressure. Elevate Wound.
"Simplify this emergency instruction into concise, actionable phrases: Right now, you need to do not use the elevators, use the emergency fire stairs as soon as possible.",No Elevators. Use Stairs.
"Simplify this emergency instruction into concise, actionable phrases: You must move to higher ground immediately to avoid the floodwaters as soon as possible.",Move Higher. Avoid Flood.
"Simplify this emergency instruction into concise, actionable phrases: Make sure you do not use the elevators, use the emergency fire stairs carefully.",No Elevators. Use Stairs.
"Simplify this emergency instruction into concise, actionable phrases: For your safety, please move to higher ground immediately to avoid the floodwaters as soon as possible.",Move Higher. Avoid Flood.
"Simplify this emergency instruction into concise, actionable phrases: Make sure you stay inside your vehicle and wait for emergency responders and help others if you can.",Stay In Vehicle. Wait.
"Simplify this emergency instruction into concise, actionable phrases: It is very important that you move to higher ground immediately to avoid the floodwaters without panicking.",Move Higher. Avoid Flood.
"Simplify this emergency instruction into concise, actionable phrases: Action required: turn off the main gas valve and evacuate the premises as soon as possible.",Turn Off Gas. Evacuate.
"Simplify this emergency instruction into concise, actionable phrases: Protect your head and neck until the danger passes following emergency procedures.",Protect Head. Protect Neck.
"Simplify this emergency instruction into concise, actionable phrases: Kindly move to higher ground immediately to avoid the floodwaters and help others if you can.",Move Higher. Avoid Flood.
"Simplify this emergency instruction into concise, actionable phrases: Move inland to higher ground immediately after the warning.",Inland. Higher Ground.
"Simplify this emergency instruction into concise, actionable phrases: Please make sure to take the left exit door and go down the stairs slowly right now.",Left. Exit. Stairs. Slowly.
"Simplify this emergency instruction into concise, actionable phrases: Emergency: take the left exit door and go down the stairs slowly and help others if you can.",Left. Exit. Stairs. Slowly.
"Simplify this emergency instruction into concise, actionable phrases: Action required: crawl under the smoke to reach the nearest safe exit without panicking.",Crawl Under Smoke. Find Exit.
"Simplify this emergency instruction into concise, actionable phrases: Without delay, take the left exit door and go down the stairs slowly as instructed.",Left. Exit. Stairs. Slowly.
"Simplify this emergency instruction into concise, actionable phrases: Make sure you call an ambulance and wait outside for them to arrive right now.",Call Ambulance. Wait Outside.
"Simplify this emergency instruction into concise, actionable phrases: Quickly do not drink the tap water, use bottled water instead to ensure your safety.",No Tap Water. Use Bottled.
"Simplify this emergency instruction into concise, actionable phrases: Make sure you call an ambulance and wait outside for them to arrive immediately.",Call Ambulance. Wait Outside.
"Simplify this emergency instruction into concise, actionable phrases: Please crawl under the smoke to reach the nearest safe exit immediately.",Crawl Under Smoke. Find Exit.
"Simplify this emergency instruction into concise, actionable phrases: Warning: leave your belongings behind and evacuate the building immediately and help others if you can.",Leave Belongings. Evacuate Now.
"Simplify this emergency instruction into concise, actionable phrases: For your safety, please stay inside your vehicle and wait for emergency responders right now.",Stay In Vehicle. Wait.
"Simplify this emergency instruction into concise, actionable phrases: I need you to immediately leave your belongings behind and evacuate the building immediately while waiting for responders.",Leave Belongings. Evacuate Now.
"Simplify this emergency instruction into concise, actionable phrases: Please proceed to the nearest emergency exit immediately and do not use the elevators without delay.",Nearest. Exit. No Elevators.
"Simplify this emergency instruction into concise, actionable phrases: Without delay, activate the fire alarm on your way out of the corridor to ensure your safety.",Activate Alarm. Exit Corridor.
"Simplify this emergency instruction into concise, actionable phrases: Please make sure to stay away from electrical outlets and avoid using wired devices to ensure your safety.",Avoid Outlets. No Wired Devices.
"Simplify this emergency instruction into concise, actionable phrases: Quickly lock the doors, turn off the lights, and remain silent as instructed.",Lock Doors. Lights Off. Remain Silent.
"Simplify this emergency instruction into concise, actionable phrases: Without delay, lock the doors, turn off the lights, and remain silent and stay calm.",Lock Doors. Lights Off. Remain Silent.
"Simplify this emergency instruction into concise, actionable phrases: Attention: call an ambulance and wait outside for them to arrive.",Call Ambulance. Wait Outside.
"Simplify this emergency instruction into concise, actionable phrases: Make sure you find a safe place to hide and stay quiet until help arrives to ensure your safety.",Hide. Stay Quiet.
"Simplify this emergency instruction into concise, actionable phrases: Please check for breathing and begin cpr if necessary as instructed.",Check Breathing. Start CPR.
"Simplify this emergency instruction into concise, actionable phrases: Right now, you need to do not use the elevators, use the emergency fire stairs without panicking.",No Elevators. Use Stairs.
"Simplify this emergency instruction into concise, actionable phrases: Keep the injured person still and monitor breathing if it is safe to do so.",Keep Still. Monitor Breathing.
"Simplify this emergency instruction into concise, actionable phrases: Please make sure to use the fire extinguisher on the base of the flames and help others if you can.",Extinguish Fire. Aim at Base.
"Simplify this emergency instruction into concise, actionable phrases: Action required: stay away from electrical outlets and avoid using wired devices.",Avoid Outlets. No Wired Devices.
"Simplify this emergency instruction into concise, actionable phrases: Please call an ambulance and wait outside for them to arrive immediately.",Call Ambulance. Wait Outside.
"Simplify this emergency instruction into concise, actionable phrases: Activate the fire alarm before evacuating the building while remaining calm.",Fire Alarm. Evacuate.
